term_str,n,n_chars,p,i,max_pos,n_pos,max_pos_group,stop,stem_porter,stem_snowball,stem_lancaster,tfidf_mean,dfidf
surnamebut,1,10,1.2824968675014011e-06,19.572613267270178,NN,1,NN,0,surnamebut,surnamebut,surnamebut,0.03425467467851303,8.049848549450562
surnamed,1,8,1.2824968675014011e-06,19.572613267270178,VBD,1,VB,0,surnam,surnam,surnam,0.02630669460604759,8.049848549450562
surnames,1,8,1.2824968675014011e-06,19.572613267270178,NN,1,NN,0,surnam,surnam,surnam,0.01701870729270732,8.049848549450562
surpassed,4,9,5.1299874700056045e-06,17.572613267270178,VBD,2,VB,0,surpass,surpass,surpass,0.021587477565297213,24.199394197802246
surpasses,1,9,1.2824968675014011e-06,19.572613267270178,NN,1,NN,0,surpass,surpass,surpass,0.03870119494928155,8.049848549450562
surpassing,2,10,2.5649937350028022e-06,18.572613267270178,VBG,1,VB,0,surpass,surpass,surpass,0.03656246835482937,14.099697098901123
surpassingly,1,12,1.2824968675014011e-06,19.572613267270178,RB,1,RB,0,surpassingli,surpass,surpass,0.019350597474640775,8.049848549450562
surplus,3,7,3.8474906025042036e-06,17.987650766549024,NN,1,NN,0,surplu,surplus,surpl,0.02118910201793191,19.394658146188217
surprise,77,8,9.875225879760789e-05,13.305826726575278,NN,5,NN,0,surpris,surpris,surpr,0.02053406574234875,126.36663651129172
surprisea,1,9,1.2824968675014011e-06,19.572613267270178,NN,1,NN,0,surprisea,surprisea,surprise,0.03985073539331962,8.049848549450562
surprised,83,9,0.0001064472400026163,13.197573835923254,VBN,6,VB,0,surpris,surpris,surpr,0.030677553904360055,122.1692592280924
surprises,1,9,1.2824968675014011e-06,19.572613267270178,NN,1,NN,0,surpris,surpris,surpr,0.02223715068908995,8.049848549450562
surprising,14,10,1.7954956145019616e-05,15.765258345212574,JJ,3,JJ,0,surpris,surpris,surpr,0.025134330971278797,56.542314807023104
surprisingly,6,12,7.694981205008407e-06,16.987650766549024,RB,3,RB,0,surprisingli,surpris,surpr,0.0434476056072192,32.789316292376434
surrender,8,9,1.0259974940011209e-05,16.572613267270178,NN,3,NN,0,surrend,surrend,surrend,0.02867879198338331,32.789316292376434
surrendered,5,11,6.412484337507005e-06,17.250685172382816,VBD,3,VB,0,surrend,surrend,surrend,0.03534404599617193,28.639602272815992
surreptitiously,7,15,8.977478072509808e-06,16.765258345212576,RB,2,RB,0,surreptiti,surreptiti,surrept,0.019223723165513757,36.6974553917507
surrey,8,6,1.0259974940011209e-05,16.572613267270178,NNP,1,NN,0,surrey,surrey,surrey,0.02559775906031034,32.789316292376434
surround,4,8,5.1299874700056045e-06,17.572613267270178,VB,2,VB,0,surround,surround,surround,0.03166094127656642,24.199394197802246
surrounded,28,10,3.590991229003923e-05,14.765258345212574,VBN,4,VB,0,surround,surround,surround,0.019500902022982308,76.80815366010782
surrounding,14,11,1.7954956145019616e-05,15.765258345212574,VBG,3,VB,0,surround,surround,surround,0.021812756454621773,56.542314807023104
surroundings,14,12,1.7954956145019616e-05,15.765258345212574,NN,2,NN,0,surround,surround,surround,0.024369720063791765,50.49458623894591
survey,7,6,8.977478072509808e-06,16.765258345212576,NN,3,NN,0,survey,survey,survey,0.024168464130418846,36.6974553917507
surveyed,14,8,1.7954956145019616e-05,15.765258345212574,VBD,3,VB,0,survey,survey,survey,0.027997699761788463,59.39491078350141
surveying,11,9,1.4107465542515412e-05,16.11318164863288,VBG,1,VB,0,survey,survey,survey,0.028557136904574898,47.279204545631984
surveyor,1,8,1.2824968675014011e-06,19.572613267270178,NN,1,NN,0,surveyor,surveyor,survey,0.01769197483395728,8.049848549450562
surveys,2,7,2.5649937350028022e-06,18.572613267270178,VBD,2,VB,0,survey,survey,survey,0.05760645604856099,14.099697098901123
survival,2,8,2.5649937350028022e-06,18.572613267270178,NN,1,NN,0,surviv,surviv,surv,0.015871428087159595,14.099697098901123
survive,4,7,5.1299874700056045e-06,17.572613267270178,VB,1,VB,0,surviv,surviv,surv,0.03185996785983453,19.394658146188217
survived,2,8,2.5649937350028022e-06,18.572613267270178,VBN,1,VB,0,surviv,surviv,surv,0.03113997532392479,14.099697098901123
survives,1,8,1.2824968675014011e-06,19.572613267270178,VBZ,1,VB,0,surviv,surviv,surv,0.04763223993757729,8.049848549450562
surviving,2,9,2.5649937350028022e-06,18.572613267270178,NN,2,NN,0,surviv,surviv,surv,0.01945444816732965,14.099697098901123
susan,86,5,0.0001102947306051205,13.14634851256808,NNP,3,NN,0,susan,susan,sus,0.07483425261768002,69.83862386414849
susana,1,6,1.2824968675014011e-06,19.572613267270178,NNP,1,NN,0,susana,susana,susan,0.03870119494928155,8.049848549450562
susans,6,6,7.694981205008407e-06,16.987650766549024,NNP,1,NN,0,susan,susan,sus,0.02279273067454296,28.639602272815992
susanshe,1,8,1.2824968675014011e-06,19.572613267270178,NNP,1,NN,0,susansh,susansh,susansh,0.02775809844638125,8.049848549450562
susceptibilities,2,16,2.5649937350028022e-06,18.572613267270178,NN,2,NN,0,suscept,suscept,suscept,0.04827160538061387,14.099697098901123
susceptibility,2,14,2.5649937350028022e-06,18.572613267270178,NN,1,NN,0,suscept,suscept,suscept,0.02622555125117467,14.099697098901123
susceptible,6,11,7.694981205008407e-06,16.987650766549024,JJ,2,JJ,0,suscept,suscept,suscept,0.026794216105269195,32.789316292376434
suspect,12,7,1.5389962410016814e-05,15.987650766549022,VB,3,VB,0,suspect,suspect,suspect,0.023389584990086375,53.57863258475287
suspected,43,9,5.514736530256025e-05,14.14634851256808,VBD,4,VB,0,suspect,suspect,suspect,0.018135320461971964,99.17999619303959
suspecting,7,10,8.977478072509808e-06,16.765258345212576,VBG,2,VB,0,suspect,suspect,suspect,0.03820423091068716,36.6974553917507
suspects,2,8,2.5649937350028022e-06,18.572613267270178,VBD,2,VB,0,suspect,suspect,suspect,0.02843119267883967,14.099697098901123
suspend,1,7,1.2824968675014011e-06,19.572613267270178,VB,1,VB,0,suspend,suspend,suspend,0.04024924274725281,8.049848549450562
suspended,16,9,2.0519949880022418e-05,15.572613267270178,VBN,4,VB,0,suspend,suspend,suspend,0.01814565045688541,62.14436930763064
suspenders,1,10,1.2824968675014011e-06,19.572613267270178,NNS,1,NN,0,suspend,suspend,suspend,0.049999059313357526,8.049848549450562
suspense,3,8,3.8474906025042036e-06,17.987650766549024,NN,1,NN,0,suspens,suspens,suspens,0.03473609624478602,19.394658146188217
suspension,1,10,1.2824968675014011e-06,19.572613267270178,NN,1,NN,0,suspens,suspens,suspend,0.035936823881475725,8.049848549450562
suspicion,21,9,2.6932434217529424e-05,15.180295844491418,NN,3,NN,0,suspicion,suspicion,susp,0.03472681480338771,69.83862386414849
suspicions,9,10,1.154247180751261e-05,16.402688265827866,NNS,2,NN,0,suspicion,suspicion,susp,0.01711103798767156,43.919311932074244
suspicious,13,10,1.6672459277518214e-05,15.872173549129087,JJ,2,JJ,0,suspici,suspici,suspicy,0.02293325770134914,53.57863258475287
suspiciously,14,12,1.7954956145019616e-05,15.765258345212574,RB,6,RB,0,suspici,suspici,suspicy,0.02907814480933807,53.57863258475287
sussex,2,6,2.5649937350028022e-06,18.572613267270178,NNP,1,NN,0,sussex,sussex,sussex,0.02473703763972014,14.099697098901123
sustain,5,7,6.412484337507005e-06,17.250685172382816,VB,1,VB,0,sustain,sustain,sustain,0.030773613554364337,24.199394197802246
sustained,8,9,1.0259974940011209e-05,16.572613267270178,VBN,3,VB,0,sustain,sustain,sustain,0.014929323953531831,40.39878839560449
sustaining,1,10,1.2824968675014011e-06,19.572613267270178,JJ,1,JJ,0,sustain,sustain,sustain,0.023198410805333032,8.049848549450562
sustains,1,8,1.2824968675014011e-06,19.572613267270178,VBZ,1,VB,0,sustain,sustain,sustain,0.017386281964256074,8.049848549450562
sustenance,1,10,1.2824968675014011e-06,19.572613267270178,NN,1,NN,0,susten,susten,sust,0.02217589132080045,8.049848549450562
sutton,3,6,3.8474906025042036e-06,17.987650766549024,NNP,1,NN,0,sutton,sutton,sutton,0.030040756620421948,19.394658146188217
svelte,1,6,1.2824968675014011e-06,19.572613267270178,NN,1,NN,0,svelt,svelt,svelt,0.013218142117324404,8.049848549450562
svolta,1,6,1.2824968675014011e-06,19.572613267270178,NNP,1,NN,0,svolta,svolta,svolt,0.0774023898985631,8.049848549450562
swaddling,1,9,1.2824968675014011e-06,19.572613267270178,NN,1,NN,0,swaddl,swaddl,swaddl,0.08473524788895329,8.049848549450562
swaddlings,1,10,1.2824968675014011e-06,19.572613267270178,NNS,1,NN,0,swaddl,swaddl,swaddl,0.01769197483395728,8.049848549450562
swagger,2,7,2.5649937350028022e-06,18.572613267270178,VB,2,VB,0,swagger,swagger,swag,0.03281029706020255,14.099697098901123
swains,1,6,1.2824968675014011e-06,19.572613267270178,NNS,1,NN,0,swain,swain,swain,0.09583153035060192,8.049848549450562
swallow,8,7,1.0259974940011209e-05,16.572613267270178,VB,2,VB,0,swallow,swallow,swallow,0.03293175823295404,36.6974553917507
swallowed,16,9,2.0519949880022418e-05,15.572613267270178,VBD,3,VB,0,swallow,swallow,swallow,0.037092703001843357,59.39491078350141
swallowers,1,10,1.2824968675014011e-06,19.572613267270178,VBZ,1,VB,0,swallow,swallow,swallow,0.07594196744764681,8.049848549450562
swallowing,4,10,5.1299874700056045e-06,17.572613267270178,VBG,1,VB,0,swallow,swallow,swallow,0.06832993006611686,24.199394197802246
swallows,3,8,3.8474906025042036e-06,17.987650766549024,VBZ,2,VB,0,swallow,swallow,swallow,0.016528172048727707,19.394658146188217
swam,28,4,3.590991229003923e-05,14.765258345212574,NN,7,NN,0,swam,swam,swam,0.03051121174645978,64.79757679120898
swamp,7,5,8.977478072509808e-06,16.765258345212576,NN,1,NN,0,swamp,swamp,swamp,0.02875949371346875,32.789316292376434
swamped,2,7,2.5649937350028022e-06,18.572613267270178,VBD,1,VB,0,swamp,swamp,swamp,0.023089345764042625,14.099697098901123
swamps,2,6,2.5649937350028022e-06,18.572613267270178,NNS,1,NN,0,swamp,swamp,swamp,0.02715044991392904,14.099697098901123
swan,4,4,5.1299874700056045e-06,17.572613267270178,NN,3,NN,0,swan,swan,swan,0.06293603146790248,24.199394197802246
swanage,2,7,2.5649937350028022e-06,18.572613267270178,NNP,1,NN,0,swanag,swanag,swan,0.02075534177442268,14.099697098901123
swank,1,5,1.2824968675014011e-06,19.572613267270178,NN,1,NN,0,swank,swank,swank,0.029704238189854473,8.049848549450562
swans,1,5,1.2824968675014011e-06,19.572613267270178,NNS,1,NN,0,swan,swan,swan,0.028956289746225047,8.049848549450562
swanson,1,7,1.2824968675014011e-06,19.572613267270178,NNP,1,NN,0,swanson,swanson,swanson,0.0884598741697864,8.049848549450562
swap,1,4,1.2824968675014011e-06,19.572613267270178,NN,1,NN,0,swap,swap,swap,0.08655751128441465,8.049848549450562
swards,1,6,1.2824968675014011e-06,19.572613267270178,NN,1,NN,0,sward,sward,sward,0.028956289746225047,8.049848549450562
swarm,10,5,1.282496867501401e-05,16.250685172382816,NN,3,NN,0,swarm,swarm,swarm,0.04666235213664294,47.279204545631984
swarmed,4,7,5.1299874700056045e-06,17.572613267270178,VBD,2,VB,0,swarm,swarm,swarm,0.04277402044146555,24.199394197802246
swarming,2,8,2.5649937350028022e-06,18.572613267270178,VBG,1,VB,0,swarm,swarm,swarm,0.03004009822446466,14.099697098901123
swarms,1,6,1.2824968675014011e-06,19.572613267270178,NNS,1,NN,0,swarm,swarm,swarm,0.1319647303188617,8.049848549450562
swart,1,5,1.2824968675014011e-06,19.572613267270178,JJ,1,JJ,0,swart,swart,swart,0.06652767396240135,8.049848549450562
swastika,1,8,1.2824968675014011e-06,19.572613267270178,NNP,1,NN,0,swastika,swastika,swastik,0.03272296158313237,8.049848549450562
swath,1,5,1.2824968675014011e-06,19.572613267270178,NN,1,NN,0,swath,swath,swa,0.018985491861911702,8.049848549450562
swathe,2,6,2.5649937350028022e-06,18.572613267270178,VB,2,VB,0,swath,swath,swath,0.021648856685710944,14.099697098901123
swathed,5,7,6.412484337507005e-06,17.250685172382816,VBN,3,VB,0,swath,swath,swath,0.04866332403597601,28.639602272815992
sway,9,4,1.154247180751261e-05,16.402688265827866,RB,3,RB,0,sway,sway,sway,0.04303204942110175,43.919311932074244
swayed,16,6,2.0519949880022418e-05,15.572613267270178,VBD,3,VB,0,sway,sway,sway,0.02933427058304635,62.14436930763064
swaying,20,7,2.564993735002802e-05,15.250685172382816,VBG,2,VB,0,sway,sway,sway,0.018139319803288558,69.83862386414849
swayings,1,8,1.2824968675014011e-06,19.572613267270178,NNS,1,NN,0,sway,sway,sway,0.03870119494928155,8.049848549450562
sways,2,5,2.5649937350028022e-06,18.572613267270178,VBZ,1,VB,0,sway,sway,sway,0.01081722793301938,14.099697098901123
swear,13,5,1.6672459277518214e-05,15.872173549129087,VBP,4,VB,0,swear,swear,swear,0.028422795859717923,53.57863258475287
swearing,5,8,6.412484337507005e-06,17.250685172382816,VBG,2,VB,0,swear,swear,swear,0.06662469109694705,28.639602272815992
swearor,1,7,1.2824968675014011e-06,19.572613267270178,NN,1,NN,0,swearor,swearor,swear,0.017730943941521065,8.049848549450562
sweat,19,5,2.4367440482526622e-05,15.324685753826593,NN,4,NN,0,sweat,sweat,swe,0.032834883931395886,53.57863258475287
sweated,2,7,2.5649937350028022e-06,18.572613267270178,VBD,2,VB,0,sweat,sweat,swe,0.3029040956797885,14.099697098901123
sweater,6,7,7.694981205008407e-06,16.987650766549024,NN,1,NN,0,sweater,sweater,swe,0.04020562698700622,24.199394197802246
sweaters,2,8,2.5649937350028022e-06,18.572613267270178,NN,2,NN,0,sweater,sweater,swe,0.02227971204716897,14.099697098901123
sweatily,1,8,1.2824968675014011e-06,19.572613267270178,NN,1,NN,0,sweatili,sweatili,sweaty,0.4735205029088566,8.049848549450562
sweating,4,8,5.1299874700056045e-06,17.572613267270178,NN,2,NN,0,sweat,sweat,swe,0.030672585604124673,19.394658146188217
sweaty,4,6,5.1299874700056045e-06,17.572613267270178,JJ,3,JJ,0,sweati,sweati,sweaty,0.1044571368672845,24.199394197802246
swede,3,5,3.8474906025042036e-06,17.987650766549024,NN,2,NN,0,swede,swede,swed,0.037986170363848035,14.099697098901123
swedes,4,6,5.1299874700056045e-06,17.572613267270178,NNP,2,NN,0,swede,swede,swed,0.17528311967213145,14.099697098901123
swedish,3,7,3.8474906025042036e-06,17.987650766549024,NNP,1,NN,0,swedish,swedish,swed,0.09183710754073528,14.099697098901123
sweep,18,5,2.308494361502522e-05,15.402688265827866,NN,3,NN,0,sweep,sweep,sweep,0.02774289249343248,64.79757679120898
sweepin,2,7,2.5649937350028022e-06,18.572613267270178,NN,2,NN,0,sweepin,sweepin,sweepin,0.2874945910518058,8.049848549450562
sweeping,28,8,3.590991229003923e-05,14.765258345212574,VBG,3,VB,0,sweep,sweep,sweep,0.0191684896734402,83.15726516950573
sweeps,4,6,5.1299874700056045e-06,17.572613267270178,NNS,2,NN,0,sweep,sweep,sweep,0.09532362167431223,24.199394197802246
sweet,55,5,7.053732771257707e-05,13.79125355374552,JJ,7,JJ,0,sweet,sweet,sweet,0.03415496423104589,107.81340689294422
sweetest,5,8,6.412484337507005e-06,17.250685172382816,JJS,2,JJ,0,sweetest,sweetest,sweetest,0.0860293376402921,28.639602272815992
sweetheart,1,10,1.2824968675014011e-06,19.572613267270178,NN,1,NN,0,sweetheart,sweetheart,sweetheart,0.017928393205903257,8.049848549450562
sweethearts,1,11,1.2824968675014011e-06,19.572613267270178,NN,1,NN,0,sweetheart,sweetheart,sweetheart,0.11027189793767893,8.049848549450562
sweetie,1,7,1.2824968675014011e-06,19.572613267270178,NN,1,NN,0,sweeti,sweeti,swe,0.040048997758460506,8.049848549450562
sweetly,11,7,1.4107465542515412e-05,16.11318164863288,RB,3,RB,0,sweetli,sweet,sweet,0.039669936801701916,50.49458623894591
sweetmeats,1,10,1.2824968675014011e-06,19.572613267270178,NNS,1,NN,0,sweetmeat,sweetmeat,sweetm,0.028956289746225047,8.049848549450562
sweetness,16,9,2.0519949880022418e-05,15.572613267270178,NN,2,NN,0,sweet,sweet,sweet,0.059640665637739794,50.49458623894591
sweets,2,6,2.5649937350028022e-06,18.572613267270178,NN,2,NN,0,sweet,sweet,sweet,0.02429602657500374,14.099697098901123
sweetshops,1,10,1.2824968675014011e-06,19.572613267270178,NNS,1,NN,0,sweetshop,sweetshop,sweetshop,0.04680144505494513,8.049848549450562
sweetstuff,1,10,1.2824968675014011e-06,19.572613267270178,NN,1,NN,0,sweetstuff,sweetstuff,sweetstuff,0.03425467467851303,8.049848549450562
swell,27,5,3.462741542253783e-05,14.81772576510671,NN,5,NN,0,swell,swell,swel,0.027285610884686,74.55840909126398
swelled,5,7,6.412484337507005e-06,17.250685172382816,VBD,3,VB,0,swell,swell,swel,0.062212285293952584,28.639602272815992
swelling,19,8,2.4367440482526622e-05,15.324685753826593,VBG,2,VB,0,swell,swell,swel,0.028952824384306235,72.23649968413255
swells,3,6,3.8474906025042036e-06,17.987650766549024,VBZ,3,VB,0,swell,swell,swel,0.02018228067373583,19.394658146188217
swellthe,1,8,1.2824968675014011e-06,19.572613267270178,NN,1,NN,0,swellth,swellth,swellth,0.026832828498168544,8.049848549450562
sweltered,1,9,1.2824968675014011e-06,19.572613267270178,VBD,1,VB,0,swelter,swelter,swelt,0.02630669460604759,8.049848549450562
sweltering,1,10,1.2824968675014011e-06,19.572613267270178,VBG,1,VB,0,swelter,swelter,swelt,0.017730943941521065,8.049848549450562
swept,58,5,7.438481831508126e-05,13.714632272142607,VBD,8,VB,0,swept,swept,swept,0.017584839360445834,118.31453033901145
swerve,1,6,1.2824968675014011e-06,19.572613267270178,VB,1,VB,0,swerv,swerv,swerv,0.03985073539331962,8.049848549450562
swerved,3,7,3.8474906025042036e-06,17.987650766549024,VBD,2,VB,0,swerv,swerv,swerv,0.03566644331631165,19.394658146188217
swerving,2,8,2.5649937350028022e-06,18.572613267270178,NN,2,NN,0,swerv,swerv,swerv,0.03785889891472379,14.099697098901123
swetts,1,6,1.2824968675014011e-06,19.572613267270178,NNP,1,NN,0,swett,swett,swet,0.030262588531769028,8.049848549450562
swift,31,5,3.975740289254344e-05,14.618416956883303,JJ,3,JJ,0,swift,swift,swift,0.03687546503852608,85.14980899189591
swiftest,1,8,1.2824968675014011e-06,19.572613267270178,JJS,1,JJ,0,swiftest,swiftest,swiftest,0.016982802846942112,8.049848549450562
swiftly,26,7,3.334491855503643e-05,14.872173549129087,RB,3,RB,0,swiftli,swift,swift,0.03485418805351394,76.80815366010782
swiftness,3,9,3.8474906025042036e-06,17.987650766549024,NN,1,NN,0,swift,swift,swift,0.024675569759856898,19.394658146188217
swifts,1,6,1.2824968675014011e-06,19.572613267270178,NNS,1,NN,0,swift,swift,swift,0.2118381197223832,8.049848549450562
swim,16,4,2.0519949880022418e-05,15.572613267270178,VB,4,VB,0,swim,swim,swim,0.04408621576056179,50.49458623894591
swimmers,1,8,1.2824968675014011e-06,19.572613267270178,NNS,1,NN,0,swimmer,swimmer,swim,0.025077409811372468,8.049848549450562
swimmin,3,7,3.8474906025042036e-06,17.987650766549024,JJ,2,JJ,0,swimmin,swimmin,swimmin,0.323982010544603,14.099697098901123
swimming,24,8,3.077992482003363e-05,14.987650766549022,NN,2,NN,0,swim,swim,swim,0.02870285957048021,74.55840909126398
swims,1,5,1.2824968675014011e-06,19.572613267270178,VBZ,1,VB,0,swim,swim,swim,0.020535327932271842,8.049848549450562
swinburne,3,9,3.8474906025042036e-06,17.987650766549024,NNP,1,NN,0,swinburn,swinburn,swinburn,0.01404953991344005,19.394658146188217
swinburnebeowulf,1,16,1.2824968675014011e-06,19.572613267270178,NNP,1,NN,0,swinburnebeowulf,swinburnebeowulf,swinburnebeowulf,0.03985073539331962,8.049848549450562
swinburneor,1,11,1.2824968675014011e-06,19.572613267270178,NNP,1,NN,0,swinburneor,swinburneor,swinburn,0.028956289746225047,8.049848549450562
swinburnes,2,10,2.5649937350028022e-06,18.572613267270178,NN,2,NN,0,swinburn,swinburn,swinburn,0.01609484912119255,14.099697098901123
swinburnewhich,1,14,1.2824968675014011e-06,19.572613267270178,NNP,1,NN,0,swinburnewhich,swinburnewhich,swinburnewhich,0.02217589132080045,8.049848549450562
swinburnian,1,11,1.2824968675014011e-06,19.572613267270178,JJ,1,JJ,0,swinburnian,swinburnian,swinburn,0.01677051781135534,8.049848549450562
swindle,1,7,1.2824968675014011e-06,19.572613267270178,NN,1,NN,0,swindl,swindl,swindl,0.037267817358567414,8.049848549450562
swindler,1,8,1.2824968675014011e-06,19.572613267270178,NN,1,NN,0,swindler,swindler,swindl,0.017928393205903257,8.049848549450562
swine,8,5,1.0259974940011209e-05,16.572613267270178,NN,3,NN,0,swine,swine,swin,0.028797404605632446,32.789316292376434
swing,36,5,4.616988723005044e-05,14.402688265827866,NN,3,NN,0,swing,swing,swing,0.022913945636831228,87.0846296140462
swinging,47,8,6.027735277256585e-05,14.018024415592542,VBG,5,VB,0,swing,swing,swing,0.020689051975757437,106.47299936826509
swings,3,6,3.8474906025042036e-06,17.987650766549024,NNS,1,NN,0,swing,swing,swing,0.05378335826161142,19.394658146188217
swirl,4,5,5.1299874700056045e-06,17.572613267270178,NN,1,NN,0,swirl,swirl,swirl,0.02025357874447003,24.199394197802246
swirled,3,7,3.8474906025042036e-06,17.987650766549024,VBN,2,VB,0,swirl,swirl,swirl,0.016278190081554688,19.394658146188217
swirling,8,8,1.0259974940011209e-05,16.572613267270178,NN,2,NN,0,swirl,swirl,swirl,0.03554919328157073,32.789316292376434
swirls,2,6,2.5649937350028022e-06,18.572613267270178,VBD,2,VB,0,swirl,swirl,swirl,0.018745222891789787,14.099697098901123
swish,4,5,5.1299874700056045e-06,17.572613267270178,NN,2,NN,0,swish,swish,swish,0.024226598800910066,24.199394197802246
swished,1,7,1.2824968675014011e-06,19.572613267270178,VBD,1,VB,0,swish,swish,swish,0.04024924274725281,8.049848549450562
swishing,5,8,6.412484337507005e-06,17.250685172382816,VBG,2,VB,0,swish,swish,swish,0.019289820103555018,28.639602272815992
swiss,5,5,6.412484337507005e-06,17.250685172382816,JJ,3,JJ,0,swiss,swiss,swiss,0.13426280399626248,19.394658146188217
switch,4,6,5.1299874700056045e-06,17.572613267270178,NN,1,NN,0,switch,switch,switch,0.058436781582940106,24.199394197802246
switchback,2,10,2.5649937350028022e-06,18.572613267270178,NN,1,NN,0,switchback,switchback,switchback,0.031721068652576484,14.099697098901123
switched,4,8,5.1299874700056045e-06,17.572613267270178,VBD,1,VB,0,switch,switch,switch,0.052829971117763545,24.199394197802246
switches,1,8,1.2824968675014011e-06,19.572613267270178,NNS,1,NN,0,switch,switch,switch,0.050311553434066014,8.049848549450562
switchesonce,1,12,1.2824968675014011e-06,19.572613267270178,NN,1,NN,0,switchesonc,switchesonc,switchesont,0.03469762305797656,8.049848549450562
switching,2,9,2.5649937350028022e-06,18.572613267270178,VBG,1,VB,0,switch,switch,switch,0.04730654805254647,14.099697098901123
switzerland,2,11,2.5649937350028022e-06,18.572613267270178,NNP,1,NN,0,switzerland,switzerland,switzerland,0.1725057967833563,14.099697098901123
switzerlands,1,12,1.2824968675014011e-06,19.572613267270178,JJ,1,JJ,0,switzerland,switzerland,switzerland,0.03926755389975884,8.049848549450562
swivel,2,6,2.5649937350028022e-06,18.572613267270178,NN,1,NN,0,swivel,swivel,swivel,0.03617533122665518,14.099697098901123
swole,1,5,1.2824968675014011e-06,19.572613267270178,VBP,1,VB,0,swole,swole,swol,0.08749835379837567,8.049848549450562
swollen,16,7,2.0519949880022418e-05,15.572613267270178,VBN,5,VB,0,swollen,swollen,swol,0.02460126788748119,62.14436930763064
swooned,2,7,2.5649937350028022e-06,18.572613267270178,VBD,2,VB,0,swoon,swoon,swoon,0.022500432881851558,14.099697098901123
swooning,1,8,1.2824968675014011e-06,19.572613267270178,VBG,1,VB,0,swoon,swoon,swoon,0.025077409811372468,8.049848549450562
swoop,4,5,5.1299874700056045e-06,17.572613267270178,NN,2,NN,0,swoop,swoop,swoop,0.048180016357488226,24.199394197802246
swooped,2,7,2.5649937350028022e-06,18.572613267270178,VBD,2,VB,0,swoop,swoop,swoop,0.03180788517084468,14.099697098901123
sword,78,5,0.00010003475566510929,13.287211048407931,NN,1,NN,0,sword,sword,sword,0.11053042398145335,67.36055703940377
swords,4,6,5.1299874700056045e-06,17.572613267270178,NNS,2,NN,0,sword,sword,sword,0.0659847727661583,24.199394197802246
swore,9,5,1.154247180751261e-05,16.402688265827866,VBD,4,VB,0,swore,swore,swor,0.04254317140457982,40.39878839560449
sworn,7,5,8.977478072509808e-06,16.765258345212576,VBN,1,VB,0,sworn,sworn,sworn,0.02339675087510124,36.6974553917507
swum,2,4,2.5649937350028022e-06,18.572613267270178,VBN,1,VB,0,swum,swum,swum,0.06566035413703954,14.099697098901123
swung,72,5,9.233977446010088e-05,13.402688265827866,NN,6,NN,0,swung,swung,swung,0.025555306722817545,117.27720579532743
sycamore,1,8,1.2824968675014011e-06,19.572613267270178,NN,1,NN,0,sycamor,sycamor,sycam,0.04259179126693419,8.049848549450562
sycophants,3,10,3.8474906025042036e-06,17.987650766549024,NNS,2,NN,0,sycoph,sycoph,sycoph,0.163172605732106,8.049848549450562
syllable,1,8,1.2824968675014011e-06,19.572613267270178,NN,1,NN,0,syllabl,syllabl,syl,0.08473524788895329,8.049848549450562
syllables,5,9,6.412484337507005e-06,17.250685172382816,NNS,2,NN,0,syllabl,syllabl,syl,0.029305503028779482,28.639602272815992
syllabling,1,10,1.2824968675014011e-06,19.572613267270178,VBG,1,VB,0,syllabl,syllabl,syl,0.042145803923824936,8.049848549450562
syllabus,1,8,1.2824968675014011e-06,19.572613267270178,NN,1,NN,0,syllabu,syllabus,syllab,0.017730943941521065,8.049848549450562
syllogism,1,9,1.2824968675014011e-06,19.572613267270178,NNP,1,NN,0,syllog,syllog,syllog,0.08473524788895329,8.049848549450562
syllogisms,1,10,1.2824968675014011e-06,19.572613267270178,NN,1,NN,0,syllog,syllog,syllog,0.016982802846942112,8.049848549450562
sylvano,1,7,1.2824968675014011e-06,19.572613267270178,NNP,1,NN,0,sylvano,sylvano,sylvano,0.05439086857736867,8.049848549450562
sylvester,1,9,1.2824968675014011e-06,19.572613267270178,NNP,1,NN,0,sylvest,sylvest,sylvest,0.04791576517530096,8.049848549450562
sylvia,3,6,3.8474906025042036e-06,17.987650766549024,NNP,1,NN,0,sylvia,sylvia,sylv,0.07460157195185779,14.099697098901123
symbol,7,6,8.977478072509808e-06,16.765258345212576,NN,1,NN,0,symbol,symbol,symbol,0.022349322942045502,36.6974553917507
symbolic,3,8,3.8474906025042036e-06,17.987650766549024,JJ,2,JJ,0,symbol,symbol,symbol,0.18146931581507428,14.099697098901123
symbolised,1,10,1.2824968675014011e-06,19.572613267270178,VBD,1,VB,0,symbolis,symbolis,symbol,0.019350597474640775,8.049848549450562
symbolism,1,9,1.2824968675014011e-06,19.572613267270178,NN,1,NN,0,symbol,symbol,symbol,0.17127337339256515,8.049848549450562
symbolized,1,10,1.2824968675014011e-06,19.572613267270178,VBD,1,VB,0,symbol,symbol,symbol,0.011925701554741572,8.049848549450562
symbolizing,1,11,1.2824968675014011e-06,19.572613267270178,VBG,1,VB,0,symbol,symbol,symbol,0.07594196744764681,8.049848549450562
symbols,11,7,1.4107465542515412e-05,16.11318164863288,NNS,3,NN,0,symbol,symbol,symbol,0.02630214780828246,47.279204545631984
symbolsfeatureless,1,18,1.2824968675014011e-06,19.572613267270178,NN,1,NN,0,symbolsfeatureless,symbolsfeatureless,symbolsfeatureless,0.025555074760160515,8.049848549450562
